path,label
Garbage classification resized/glass/glass86.jpg,glass
Garbage classification resized/trash/trash_279.jpg,trash
Garbage classification resized/plastic/plastic_535.jpg,plastic
Garbage classification resized/paper/paper_28_aug_2.jpg,paper
Garbage classification resized/plastic/plastic_15.jpg,plastic
Garbage classification resized/glass/glass134.jpg,glass
Garbage classification resized/cardboard/cardboard_24_aug_1.jpg,cardboard
Garbage classification resized/paper/paper503.jpg,paper
Garbage classification resized/paper/paper557.jpg,paper
Garbage classification resized/paper/paper_4.jpg,paper
Garbage classification resized/trash/trash_31_aug_0.jpg,trash
Garbage classification resized/glass/glass434.jpg,glass
Garbage classification resized/metal/metal258.jpg,metal
Garbage classification resized/plastic/plastic203.jpg,plastic
Garbage classification resized/glass/glass52.jpg,glass
Garbage classification resized/cardboard/cardboard97.jpg,cardboard
Garbage classification resized/plastic/plastic440.jpg,plastic
Garbage classification resized/cardboard/cardboard_38_aug_3.jpg,cardboard
Garbage classification resized/metal/metal160.jpg,metal
Garbage classification resized/plastic/plastic_0_aug_2.jpg,plastic
Garbage classification resized/paper/paper216.jpg,paper
Garbage classification resized/metal/metal_419.jpg,metal
Garbage classification resized/metal/metal_44.jpg,metal
Garbage classification resized/metal/metal256.jpg,metal
Garbage classification resized/trash/trash_21_aug_2.jpg,trash
Garbage classification resized/cardboard/cardboard_487.jpg,cardboard
Garbage classification resized/paper/paper25.jpg,paper
Garbage classification resized/paper/paper13.jpg,paper
Garbage classification resized/plastic/plastic436.jpg,plastic
Garbage classification resized/paper/paper_30.jpg,paper
Garbage classification resized/trash/trash_268.jpg,trash
Garbage classification resized/paper/paper_5_aug_3.jpg,paper
Garbage classification resized/glass/glass15.jpg,glass
Garbage classification resized/metal/metal150.jpg,metal
Garbage classification resized/paper/paper65.jpg,paper
Garbage classification resized/trash/trash_328.jpg,trash
Garbage classification resized/glass/glass_10_aug_0.jpg,glass
Garbage classification resized/trash/trash39.jpg,trash
Garbage classification resized/metal/metal88.jpg,metal
Garbage classification resized/glass/glass_17_aug_1.jpg,glass
Garbage classification resized/glass/glass442.jpg,glass
Garbage classification resized/plastic/plastic_16_aug_0.jpg,plastic
Garbage classification resized/glass/glass406.jpg,glass
Garbage classification resized/plastic/plastic189.jpg,plastic
Garbage classification resized/metal/metal_12_aug_3.jpg,metal
Garbage classification resized/paper/paper552.jpg,paper
Garbage classification resized/metal/metal144.jpg,metal
Garbage classification resized/trash/trash49.jpg,trash
Garbage classification resized/plastic/plastic78.jpg,plastic
Garbage classification resized/metal/metal35.jpg,metal
Garbage classification resized/plastic/plastic468.jpg,plastic
Garbage classification resized/paper/paper425.jpg,paper
Garbage classification resized/plastic/plastic_39_aug_2.jpg,plastic
Garbage classification resized/metal/metal162.jpg,metal
Garbage classification resized/glass/glass_39_aug_0.jpg,glass
Garbage classification resized/plastic/plastic278.jpg,plastic
Garbage classification resized/trash/trash_151.jpg,trash
Garbage classification resized/glass/glass_585.jpg,glass
Garbage classification resized/glass/glass_504.jpg,glass
Garbage classification resized/glass/glass407.jpg,glass
Garbage classification resized/plastic/plastic88.jpg,plastic
Garbage classification resized/metal/metal172.jpg,metal
Garbage classification resized/glass/glass296.jpg,glass
Garbage classification resized/cardboard/cardboard_14_aug_2.jpg,cardboard
Garbage classification resized/plastic/plastic_39_aug_1.jpg,plastic
Garbage classification resized/cardboard/cardboard_12_aug_0.jpg,cardboard
Garbage classification resized/plastic/plastic_579.jpg,plastic
Garbage classification resized/paper/paper337.jpg,paper
Garbage classification resized/glass/glass_1_aug_1.jpg,glass
Garbage classification resized/plastic/plastic_44.jpg,plastic
Garbage classification resized/paper/paper79.jpg,paper
Garbage classification resized/glass/glass264.jpg,glass
Garbage classification resized/trash/trash_309.jpg,trash
Garbage classification resized/glass/glass491.jpg,glass
Garbage classification resized/paper/paper246.jpg,paper
Garbage classification resized/glass/glass_572.jpg,glass
Garbage classification resized/metal/metal380.jpg,metal
Garbage classification resized/metal/metal_23_aug_1.jpg,metal
Garbage classification resized/cardboard/cardboard291.jpg,cardboard
Garbage classification resized/metal/metal_543.jpg,metal
Garbage classification resized/metal/metal_28_aug_1.jpg,metal
Garbage classification resized/glass/glass_16_aug_1.jpg,glass
Garbage classification resized/plastic/plastic67.jpg,plastic
Garbage classification resized/metal/metal_18.jpg,metal
Garbage classification resized/plastic/plastic225.jpg,plastic
Garbage classification resized/trash/trash47.jpg,trash
Garbage classification resized/glass/glass_552.jpg,glass
Garbage classification resized/paper/paper_43_aug_0.jpg,paper
Garbage classification resized/cardboard/cardboard_1_aug_2.jpg,cardboard
Garbage classification resized/glass/glass429.jpg,glass
Garbage classification resized/cardboard/cardboard394.jpg,cardboard
Garbage classification resized/metal/metal_32_aug_1.jpg,metal
Garbage classification resized/paper/paper126.jpg,paper
Garbage classification resized/metal/metal_545.jpg,metal
Garbage classification resized/cardboard/cardboard_524.jpg,cardboard
Garbage classification resized/cardboard/cardboard_4_aug_1.jpg,cardboard
Garbage classification resized/plastic/plastic_41.jpg,plastic
Garbage classification resized/plastic/plastic_576.jpg,plastic
Garbage classification resized/plastic/plastic1.jpg,plastic
Garbage classification resized/plastic/plastic35.jpg,plastic
Garbage classification resized/glass/glass445.jpg,glass
Garbage classification resized/plastic/plastic76.jpg,plastic
Garbage classification resized/glass/glass_563.jpg,glass
Garbage classification resized/trash/trash_8_aug_2.jpg,trash
Garbage classification resized/trash/trash_299.jpg,trash
Garbage classification resized/trash/trash_23.jpg,trash
Garbage classification resized/metal/metal_539.jpg,metal
Garbage classification resized/metal/metal_3.jpg,metal
Garbage classification resized/metal/metal_10_aug_2.jpg,metal
Garbage classification resized/glass/glass428.jpg,glass
Garbage classification resized/trash/trash_570.jpg,trash
Garbage classification resized/paper/paper78.jpg,paper
Garbage classification resized/plastic/plastic_523.jpg,plastic
Garbage classification resized/cardboard/cardboard57.jpg,cardboard
Garbage classification resized/plastic/plastic_526.jpg,plastic
Garbage classification resized/metal/metal_48_aug_3.jpg,metal
Garbage classification resized/glass/glass317.jpg,glass
Garbage classification resized/metal/metal_8.jpg,metal
Garbage classification resized/cardboard/cardboard128.jpg,cardboard
Garbage classification resized/paper/paper_2_aug_3.jpg,paper
Garbage classification resized/trash/trash_43.jpg,trash
Garbage classification resized/paper/paper164.jpg,paper
Garbage classification resized/cardboard/cardboard_40_aug_0.jpg,cardboard
Garbage classification resized/metal/metal_32_aug_0.jpg,metal
Garbage classification resized/plastic/plastic447.jpg,plastic
Garbage classification resized/glass/glass_26_aug_1.jpg,glass
Garbage classification resized/glass/glass_19.jpg,glass
Garbage classification resized/paper/paper287.jpg,paper
Garbage classification resized/paper/paper_23_aug_1.jpg,paper
Garbage classification resized/cardboard/cardboard_538.jpg,cardboard
Garbage classification resized/cardboard/cardboard_34_aug_0.jpg,cardboard
Garbage classification resized/paper/paper408.jpg,paper
Garbage classification resized/plastic/plastic423.jpg,plastic
Garbage classification resized/trash/trash7.jpg,trash
Garbage classification resized/cardboard/cardboard_471.jpg,cardboard
Garbage classification resized/glass/glass344.jpg,glass
Garbage classification resized/cardboard/cardboard176.jpg,cardboard
Garbage classification resized/trash/trash_32_aug_3.jpg,trash
Garbage classification resized/paper/paper361.jpg,paper
Garbage classification resized/cardboard/cardboard_489.jpg,cardboard
Garbage classification resized/paper/paper127.jpg,paper
Garbage classification resized/plastic/plastic_496.jpg,plastic
Garbage classification resized/glass/glass290.jpg,glass
Garbage classification resized/trash/trash_249.jpg,trash
Garbage classification resized/plastic/plastic15.jpg,plastic
Garbage classification resized/cardboard/cardboard_9_aug_0.jpg,cardboard
Garbage classification resized/metal/metal_38_aug_0.jpg,metal
Garbage classification resized/trash/trash_22_aug_0.jpg,trash
Garbage classification resized/glass/glass18.jpg,glass
Garbage classification resized/cardboard/cardboard209.jpg,cardboard
Garbage classification resized/cardboard/cardboard_35_aug_1.jpg,cardboard
Garbage classification resized/paper/paper174.jpg,paper
Garbage classification resized/plastic/plastic100.jpg,plastic
Garbage classification resized/glass/glass212.jpg,glass
Garbage classification resized/cardboard/cardboard_510.jpg,cardboard
Garbage classification resized/plastic/plastic206.jpg,plastic
Garbage classification resized/plastic/plastic_47.jpg,plastic
Garbage classification resized/cardboard/cardboard_48.jpg,cardboard
Garbage classification resized/metal/metal_558.jpg,metal
Garbage classification resized/cardboard/cardboard150.jpg,cardboard
Garbage classification resized/cardboard/cardboard_5_aug_3.jpg,cardboard
Garbage classification resized/trash/trash_0.jpg,trash
Garbage classification resized/glass/glass_12_aug_0.jpg,glass
Garbage classification resized/paper/paper323.jpg,paper
Garbage classification resized/paper/paper522.jpg,paper
Garbage classification resized/plastic/plastic25.jpg,plastic
Garbage classification resized/metal/metal_424.jpg,metal
Garbage classification resized/trash/trash_45_aug_0.jpg,trash
Garbage classification resized/trash/trash_551.jpg,trash
Garbage classification resized/glass/glass_48_aug_1.jpg,glass
Garbage classification resized/plastic/plastic_44_aug_1.jpg,plastic
Garbage classification resized/trash/trash_341.jpg,trash
Garbage classification resized/glass/glass215.jpg,glass
Garbage classification resized/metal/metal337.jpg,metal
Garbage classification resized/plastic/plastic_14_aug_1.jpg,plastic
Garbage classification resized/paper/paper_31_aug_2.jpg,paper
Garbage classification resized/cardboard/cardboard_44_aug_3.jpg,cardboard
Garbage classification resized/cardboard/cardboard111.jpg,cardboard
Garbage classification resized/metal/metal_542.jpg,metal
Garbage classification resized/paper/paper284.jpg,paper
Garbage classification resized/metal/metal_23_aug_2.jpg,metal
Garbage classification resized/plastic/plastic_44.jpeg,plastic
Garbage classification resized/trash/trash_339.jpg,trash
Garbage classification resized/glass/glass251.jpg,glass
Garbage classification resized/glass/glass185.jpg,glass
Garbage classification resized/glass/glass325.jpg,glass
Garbage classification resized/trash/trash_566.jpg,trash
Garbage classification resized/trash/trash121.jpg,trash
Garbage classification resized/cardboard/cardboard_24_aug_3.jpg,cardboard
Garbage classification resized/plastic/plastic_35_aug_2.jpg,plastic
Garbage classification resized/glass/glass_23_aug_1.jpg,glass
Garbage classification resized/metal/metal230.jpg,metal
Garbage classification resized/paper/paper_46_aug_2.jpg,paper
Garbage classification resized/trash/trash_233.jpg,trash
Garbage classification resized/paper/paper_35_aug_0.jpg,paper
Garbage classification resized/trash/trash_357.jpg,trash
Garbage classification resized/trash/trash_407.jpg,trash
Garbage classification resized/plastic/plastic464.jpg,plastic
Garbage classification resized/paper/paper_50_aug_0.jpg,paper
Garbage classification resized/trash/trash_193.jpg,trash
Garbage classification resized/glass/glass130.jpg,glass
Garbage classification resized/paper/paper564.jpg,paper
Garbage classification resized/trash/trash_3_aug_0.jpg,trash
Garbage classification resized/trash/trash_582.jpg,trash
Garbage classification resized/glass/glass303.jpg,glass
Garbage classification resized/glass/glass_40.jpg,glass
Garbage classification resized/glass/glass364.jpg,glass
Garbage classification resized/cardboard/cardboard204.jpg,cardboard
Garbage classification resized/glass/glass62.jpg,glass
Garbage classification resized/plastic/plastic79.jpg,plastic
Garbage classification resized/plastic/plastic37.jpg,plastic
Garbage classification resized/cardboard/cardboard_425.jpg,cardboard
Garbage classification resized/plastic/plastic_557.jpg,plastic
Garbage classification resized/plastic/plastic_22_aug_0.jpg,plastic
Garbage classification resized/metal/metal293.jpg,metal
Garbage classification resized/paper/paper_47_aug_3.jpg,paper
Garbage classification resized/trash/trash_244.jpg,trash
Garbage classification resized/cardboard/cardboard285.jpg,cardboard
Garbage classification resized/trash/trash_366.jpg,trash
Garbage classification resized/metal/metal_33_aug_2.jpg,metal
Garbage classification resized/metal/metal_31_aug_3.jpg,metal
Garbage classification resized/trash/trash_49_aug_1.jpg,trash
Garbage classification resized/paper/paper_12.jpg,paper
Garbage classification resized/trash/trash_143.jpg,trash
Garbage classification resized/glass/glass_22_aug_3.jpg,glass
Garbage classification resized/trash/trash_16_aug_3.jpg,trash
Garbage classification resized/metal/metal408.jpg,metal
Garbage classification resized/glass/glass205.jpg,glass
Garbage classification resized/paper/paper_35_aug_2.jpg,paper
Garbage classification resized/glass/glass_45_aug_2.jpg,glass
Garbage classification resized/plastic/plastic_527.jpg,plastic
Garbage classification resized/plastic/plastic_543.jpg,plastic
Garbage classification resized/metal/metal265.jpg,metal
Garbage classification resized/plastic/plastic_15_aug_3.jpg,plastic
Garbage classification resized/glass/glass461.jpg,glass
Garbage classification resized/plastic/plastic275.jpg,plastic
Garbage classification resized/plastic/plastic61.jpg,plastic
Garbage classification resized/trash/trash_323.jpg,trash
Garbage classification resized/glass/glass_13_aug_0.jpg,glass
Garbage classification resized/paper/paper340.jpg,paper
Garbage classification resized/paper/paper200.jpg,paper
Garbage classification resized/cardboard/cardboard_542.jpg,cardboard
Garbage classification resized/cardboard/cardboard_567.jpg,cardboard
Garbage classification resized/trash/trash_4_aug_2.jpg,trash
Garbage classification resized/metal/metal158.jpg,metal
Garbage classification resized/paper/paper168.jpg,paper
Garbage classification resized/cardboard/cardboard131.jpg,cardboard
Garbage classification resized/plastic/plastic39.jpg,plastic
Garbage classification resized/glass/glass50.jpg,glass
Garbage classification resized/metal/metal_45.jpeg,metal
Garbage classification resized/trash/trash_355.jpg,trash
Garbage classification resized/cardboard/cardboard386.jpg,cardboard
Garbage classification resized/glass/glass196.jpg,glass
Garbage classification resized/trash/trash_20_aug_0.jpg,trash
Garbage classification resized/paper/paper57.jpg,paper
Garbage classification resized/trash/trash_34_aug_3.jpg,trash
Garbage classification resized/plastic/plastic242.jpg,plastic
Garbage classification resized/glass/glass373.jpg,glass
Garbage classification resized/cardboard/cardboard_404.jpg,cardboard
Garbage classification resized/paper/paper197.jpg,paper
Garbage classification resized/trash/trash126.jpg,trash
Garbage classification resized/plastic/plastic29.jpg,plastic
Garbage classification resized/glass/glass120.jpg,glass
Garbage classification resized/paper/paper183.jpg,paper
Garbage classification resized/plastic/plastic234.jpg,plastic
Garbage classification resized/glass/glass350.jpg,glass
Garbage classification resized/cardboard/cardboard_10_aug_2.jpg,cardboard
Garbage classification resized/plastic/plastic_536.jpg,plastic
Garbage classification resized/trash/trash_396.jpg,trash
Garbage classification resized/plastic/plastic_8_aug_3.jpg,plastic
Garbage classification resized/trash/trash_239.jpg,trash
Garbage classification resized/glass/glass_568.jpg,glass
Garbage classification resized/plastic/plastic106.jpg,plastic
Garbage classification resized/metal/metal173.jpg,metal
Garbage classification resized/paper/paper399.jpg,paper
Garbage classification resized/metal/metal_581.jpg,metal
Garbage classification resized/trash/trash_367.jpg,trash
Garbage classification resized/metal/metal238.jpg,metal
Garbage classification resized/cardboard/cardboard229.jpg,cardboard
Garbage classification resized/trash/trash_533.jpg,trash
Garbage classification resized/trash/trash_17_aug_1.jpg,trash
Garbage classification resized/trash/trash_32_aug_0.jpg,trash
Garbage classification resized/metal/metal_11_aug_0.jpg,metal
Garbage classification resized/metal/metal_439.jpg,metal
Garbage classification resized/glass/glass210.jpg,glass
Garbage classification resized/metal/metal23.jpg,metal
Garbage classification resized/trash/trash_256.jpg,trash
Garbage classification resized/metal/metal_574.jpg,metal
Garbage classification resized/cardboard/cardboard22.jpg,cardboard
Garbage classification resized/metal/metal_16.jpg,metal
Garbage classification resized/trash/trash_250.jpg,trash
Garbage classification resized/paper/paper190.jpg,paper
Garbage classification resized/cardboard/cardboard_433.jpg,cardboard
Garbage classification resized/trash/trash_11_aug_0.jpg,trash
Garbage classification resized/trash/trash_6_aug_0.jpg,trash
Garbage classification resized/metal/metal_579.jpg,metal
Garbage classification resized/plastic/plastic213.jpg,plastic
Garbage classification resized/trash/trash16.jpg,trash
Garbage classification resized/plastic/plastic_1_aug_0.jpg,plastic
Garbage classification resized/paper/paper26.jpg,paper
Garbage classification resized/metal/metal_0_aug_3.jpg,metal
Garbage classification resized/metal/metal39.jpg,metal
Garbage classification resized/glass/glass_590.jpg,glass
Garbage classification resized/metal/metal371.jpg,metal
Garbage classification resized/trash/trash34.jpg,trash
Garbage classification resized/glass/glass473.jpg,glass
Garbage classification resized/cardboard/cardboard_48_aug_0.jpg,cardboard
Garbage classification resized/plastic/plastic316.jpg,plastic
Garbage classification resized/plastic/plastic93.jpg,plastic
Garbage classification resized/metal/metal_14.jpg,metal
Garbage classification resized/metal/metal129.jpg,metal
Garbage classification resized/paper/paper_39.jpg,paper
Garbage classification resized/paper/paper_26.jpg,paper
Garbage classification resized/paper/paper560.jpg,paper
Garbage classification resized/glass/glass_0.jpg,glass
Garbage classification resized/glass/glass_530.jpg,glass
Garbage classification resized/plastic/plastic422.jpg,plastic
Garbage classification resized/paper/paper135.jpg,paper
Garbage classification resized/glass/glass19.jpg,glass
Garbage classification resized/glass/glass70.jpg,glass
Garbage classification resized/metal/metal_21_aug_0.jpg,metal
Garbage classification resized/plastic/plastic_500.jpg,plastic
Garbage classification resized/plastic/plastic102.jpg,plastic
Garbage classification resized/plastic/plastic147.jpg,plastic
Garbage classification resized/glass/glass_41_aug_2.jpg,glass
Garbage classification resized/trash/trash56.jpg,trash
Garbage classification resized/paper/paper568.jpg,paper
Garbage classification resized/cardboard/cardboard_5_aug_0.jpg,cardboard
Garbage classification resized/cardboard/cardboard180.jpg,cardboard
Garbage classification resized/trash/trash_258.jpg,trash
Garbage classification resized/paper/paper_35_aug_3.jpg,paper
Garbage classification resized/trash/trash_466.jpg,trash
Garbage classification resized/paper/paper575.jpg,paper
Garbage classification resized/cardboard/cardboard_45_aug_3.jpg,cardboard
Garbage classification resized/glass/glass81.jpg,glass
Garbage classification resized/trash/trash_7_aug_2.jpg,trash
Garbage classification resized/plastic/plastic_36_aug_3.jpg,plastic
Garbage classification resized/plastic/plastic_43_aug_1.jpg,plastic
Garbage classification resized/metal/metal25.jpg,metal
Garbage classification resized/cardboard/cardboard_25_aug_2.jpg,cardboard
Garbage classification resized/paper/paper426.jpg,paper
Garbage classification resized/trash/trash_291.jpg,trash
Garbage classification resized/paper/paper_10.jpeg,paper
Garbage classification resized/cardboard/cardboard10.jpg,cardboard
Garbage classification resized/paper/paper225.jpg,paper
Garbage classification resized/trash/trash_2_aug_2.jpg,trash
Garbage classification resized/metal/metal_431.jpg,metal
Garbage classification resized/cardboard/cardboard331.jpg,cardboard
Garbage classification resized/paper/paper299.jpg,paper
Garbage classification resized/metal/metal_483.jpg,metal
Garbage classification resized/glass/glass309.jpg,glass
Garbage classification resized/metal/metal391.jpg,metal
Garbage classification resized/plastic/plastic167.jpg,plastic
Garbage classification resized/metal/metal_1.jpg,metal
Garbage classification resized/paper/paper254.jpg,paper
Garbage classification resized/paper/paper188.jpg,paper
Garbage classification resized/trash/trash_181.jpg,trash
Garbage classification resized/cardboard/cardboard_32.jpg,cardboard
Garbage classification resized/metal/metal36.jpg,metal
Garbage classification resized/glass/glass111.jpg,glass
Garbage classification resized/metal/metal106.jpg,metal
Garbage classification resized/glass/glass87.jpg,glass
Garbage classification resized/glass/glass3.jpg,glass
Garbage classification resized/glass/glass272.jpg,glass
Garbage classification resized/paper/paper478.jpg,paper
Garbage classification resized/metal/metal_556.jpg,metal
Garbage classification resized/paper/paper_2.jpg,paper
Garbage classification resized/cardboard/cardboard_503.jpg,cardboard
Garbage classification resized/paper/paper_39_aug_2.jpg,paper
Garbage classification resized/trash/trash_186.jpg,trash
Garbage classification resized/trash/trash_493.jpg,trash
Garbage classification resized/trash/trash_1_aug_0.jpg,trash
Garbage classification resized/metal/metal_502.jpg,metal
Garbage classification resized/metal/metal_529.jpg,metal
Garbage classification resized/plastic/plastic115.jpg,plastic
Garbage classification resized/paper/paper132.jpg,paper
Garbage classification resized/metal/metal_500.jpg,metal
Garbage classification resized/trash/trash_347.jpg,trash
Garbage classification resized/cardboard/cardboard_588.jpg,cardboard
Garbage classification resized/paper/paper290.jpg,paper
Garbage classification resized/glass/glass483.jpg,glass
Garbage classification resized/paper/paper142.jpg,paper
Garbage classification resized/glass/glass49.jpg,glass
Garbage classification resized/metal/metal_35_aug_0.jpg,metal
Garbage classification resized/metal/metal_12_aug_2.jpg,metal
Garbage classification resized/trash/trash_425.jpg,trash
Garbage classification resized/metal/metal396.jpg,metal
Garbage classification resized/cardboard/cardboard101.jpg,cardboard
Garbage classification resized/cardboard/cardboard_45_aug_2.jpg,cardboard
Garbage classification resized/paper/paper515.jpg,paper
Garbage classification resized/metal/metal326.jpg,metal
Garbage classification resized/cardboard/cardboard_417.jpg,cardboard
Garbage classification resized/metal/metal_15_aug_2.jpg,metal
Garbage classification resized/plastic/plastic_6_aug_0.jpg,plastic
Garbage classification resized/trash/trash_408.jpg,trash
Garbage classification resized/glass/glass232.jpg,glass
Garbage classification resized/glass/glass174.jpg,glass
Garbage classification resized/trash/trash127.jpg,trash
Garbage classification resized/glass/glass217.jpg,glass
Garbage classification resized/paper/paper454.jpg,paper
Garbage classification resized/paper/paper_47_aug_1.jpg,paper
Garbage classification resized/cardboard/cardboard_24_aug_0.jpg,cardboard
Garbage classification resized/plastic/plastic_591.jpg,plastic
Garbage classification resized/paper/paper_48_aug_2.jpg,paper
Garbage classification resized/paper/paper_30_aug_0.jpg,paper
Garbage classification resized/paper/paper134.jpg,paper
Garbage classification resized/glass/glass182.jpg,glass
Garbage classification resized/metal/metal_17.jpg,metal
Garbage classification resized/metal/metal190.jpg,metal
Garbage classification resized/paper/paper353.jpg,paper
Garbage classification resized/trash/trash26.jpg,trash
Garbage classification resized/metal/metal65.jpg,metal
Garbage classification resized/paper/paper_14_aug_1.jpg,paper
Garbage classification resized/plastic/plastic_48_aug_2.jpg,plastic
Garbage classification resized/metal/metal_561.jpg,metal
Garbage classification resized/trash/trash_384.jpg,trash
Garbage classification resized/plastic/plastic326.jpg,plastic
Garbage classification resized/trash/trash_43_aug_3.jpg,trash
Garbage classification resized/cardboard/cardboard_26_aug_1.jpg,cardboard
Garbage classification resized/metal/metal_432.jpg,metal
Garbage classification resized/cardboard/cardboard76.jpg,cardboard
Garbage classification resized/plastic/plastic159.jpg,plastic
Garbage classification resized/trash/trash_30_aug_2.jpg,trash
Garbage classification resized/cardboard/cardboard_0_aug_2.jpg,cardboard
Garbage classification resized/trash/trash_446.jpg,trash
Garbage classification resized/trash/trash20.jpg,trash
Garbage classification resized/paper/paper347.jpg,paper
Garbage classification resized/trash/trash_369.jpg,trash
Garbage classification resized/cardboard/cardboard_558.jpg,cardboard
Garbage classification resized/trash/trash_18_aug_2.jpg,trash
Garbage classification resized/plastic/plastic164.jpg,plastic
Garbage classification resized/trash/trash_457.jpg,trash
Garbage classification resized/cardboard/cardboard226.jpg,cardboard
Garbage classification resized/plastic/plastic_13_aug_3.jpg,plastic
Garbage classification resized/cardboard/cardboard315.jpg,cardboard
Garbage classification resized/glass/glass_31_aug_3.jpg,glass
Garbage classification resized/metal/metal283.jpg,metal
Garbage classification resized/cardboard/cardboard_421.jpg,cardboard
Garbage classification resized/glass/glass337.jpg,glass
Garbage classification resized/trash/trash_294.jpg,trash
Garbage classification resized/metal/metal117.jpg,metal
Garbage classification resized/metal/metal290.jpg,metal
Garbage classification resized/glass/glass32.jpg,glass
Garbage classification resized/metal/metal107.jpg,metal
Garbage classification resized/paper/paper451.jpg,paper
Garbage classification resized/glass/glass_3_aug_3.jpg,glass
Garbage classification resized/metal/metal_5_aug_2.jpg,metal
Garbage classification resized/paper/paper_45.jpeg,paper
Garbage classification resized/paper/paper86.jpg,paper
Garbage classification resized/glass/glass301.jpg,glass
Garbage classification resized/paper/paper20.jpg,paper
Garbage classification resized/paper/paper227.jpg,paper
Garbage classification resized/cardboard/cardboard160.jpg,cardboard
Garbage classification resized/paper/paper_27.jpg,paper
Garbage classification resized/trash/trash_485.jpg,trash
Garbage classification resized/plastic/plastic_539.jpg,plastic
Garbage classification resized/glass/glass270.jpg,glass
